LAST SEEN             TYPE      REASON                   OBJECT                                  MESSAGE
52m (x35 over 57m)    Warning   BackOff                  Pod/cilium-r754d                        Back-off restarting failed container cilium-agent in pod cilium-r754d_kube-system(313c3c46-125b-406e-8600-10a817f7b928)
52m (x34 over 57m)    Warning   BackOff                  Pod/cilium-b54lh                        Back-off restarting failed container cilium-agent in pod cilium-b54lh_kube-system(1ceb0809-5bb8-4e19-91ea-de391f6cb102)
52m (x33 over 57m)    Warning   BackOff                  Pod/cilium-dgnb4                        Back-off restarting failed container cilium-agent in pod cilium-dgnb4_kube-system(c021697a-05ed-4820-9117-608a6a652c2a)
52m (x33 over 57m)    Warning   BackOff                  Pod/cilium-8f5jf                        Back-off restarting failed container cilium-agent in pod cilium-8f5jf_kube-system(11d7208c-ea1b-49b2-83e3-30bcf8e86b35)
52m (x32 over 57m)    Warning   BackOff                  Pod/cilium-2hgp6                        Back-off restarting failed container cilium-agent in pod cilium-2hgp6_kube-system(93fd3ad2-ebef-4977-a195-2293dda862ca)
52m (x31 over 57m)    Warning   BackOff                  Pod/cilium-qrt92                        Back-off restarting failed container cilium-agent in pod cilium-qrt92_kube-system(de60521d-3c70-4ae7-bac8-e8a919b0daa5)
52m (x34 over 57m)    Warning   BackOff                  Pod/cilium-9qvc6                        Back-off restarting failed container cilium-agent in pod cilium-9qvc6_kube-system(84696e31-638f-4531-b08b-84d626d08438)
52m (x33 over 57m)    Warning   BackOff                  Pod/cilium-g8nx9                        Back-off restarting failed container cilium-agent in pod cilium-g8nx9_kube-system(1d92b183-2064-46d1-b859-a300fc82d9a2)
49m                   Normal    Created                  Pod/cilium-5rrdv                        Created container mount-cgroup
49m                   Normal    Pulled                   Pod/cilium-5rrdv                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
49m                   Normal    Created                  Pod/cilium-5whbp                        Created container config
49m                   Normal    Pulled                   Pod/cilium-5whbp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
49m                   Normal    Started                  Pod/cilium-8xc64                        Started container config
49m                   Normal    Created                  Pod/cilium-8xc64                        Created container config
49m                   Normal    Pulled                   Pod/cilium-dgb2v                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
49m                   Normal    Pulled                   Pod/cilium-nq96c                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
49m                   Normal    Created                  Pod/cilium-nq96c                        Created container config
49m                   Normal    Created                  Pod/cilium-dgb2v                        Created container config
49m                   Normal    Started                  Pod/cilium-dgb2v                        Started container config
49m                   Normal    Started                  Pod/cilium-nq96c                        Started container config
49m                   Normal    Started                  Pod/cilium-4psjq                        Started container config
49m                   Normal    Created                  Pod/cilium-4psjq                        Created container config
49m                   Normal    Pulled                   Pod/cilium-4psjq                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
49m                   Normal    Pulled                   Pod/cilium-8xc64                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
49m                   Normal    Pulled                   Pod/cilium-mgcxz                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
49m                   Normal    Started                  Pod/cilium-5whbp                        Started container config
49m                   Normal    Started                  Pod/cilium-mgcxz                        Started container config
49m                   Normal    Created                  Pod/cilium-mgcxz                        Created container config
49m                   Normal    Pulled                   Pod/cilium-mgcxz                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
49m                   Normal    Started                  Pod/cilium-rqpkb                        Started container config
49m                   Normal    Started                  Pod/cilium-5rrdv                        Started container mount-cgroup
49m                   Normal    Started                  Pod/cilium-5rrdv                        Started container config
49m                   Normal    Created                  Pod/cilium-5rrdv                        Created container config
49m                   Normal    Pulled                   Pod/cilium-5rrdv                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
49m                   Normal    Created                  Pod/cilium-rqpkb                        Created container config
49m                   Normal    Pulled                   Pod/cilium-rqpkb                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
49m                   Normal    Pulled                   Pod/cilium-ffptp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
49m                   Normal    Created                  Pod/cilium-ffptp                        Created container config
49m                   Normal    Started                  Pod/cilium-ffptp                        Started container config
49m                   Normal    Scheduled                Pod/cilium-ffptp                        Successfully assigned kube-system/cilium-ffptp to robotics-dev-control-plane
49m                   Normal    Scheduled                Pod/cilium-mgcxz                        Successfully assigned kube-system/cilium-mgcxz to robotics-dev-control-plane2
49m                   Normal    Scheduled                Pod/cilium-5rrdv                        Successfully assigned kube-system/cilium-5rrdv to robotics-dev-worker2
49m                   Normal    Scheduled                Pod/cilium-rqpkb                        Successfully assigned kube-system/cilium-rqpkb to robotics-dev-worker6
49m                   Normal    Scheduled                Pod/cilium-5whbp                        Successfully assigned kube-system/cilium-5whbp to robotics-dev-worker3
49m                   Normal    Scheduled                Pod/cilium-dgb2v                        Successfully assigned kube-system/cilium-dgb2v to robotics-dev-control-plane3
